Don_Left,Don_Right,Ka_Left,Ka_Right,Label
0,0,667,193,Ka_Right
109,0,649,220,Ka_Right
0,0,712,273,Ka_Right
0,0,659,161,Ka_Right
0,0,561,175,Ka_Right
0,0,424,26,Ka_Right
0,0,679,130,Ka_Right
0,0,630,242,Ka_Right
0,0,701,277,Ka_Right
0,0,570,77,Ka_Right
1,0,305,14,Ka_Right
85,0,572,170,Ka_Right
123,0,624,217,Ka_Right
215,0,688,242,Ka_Right
260,0,693,188,Ka_Right
200,0,733,274,Ka_Right
193,0,493,272,Ka_Right
162,0,628,128,Ka_Right
157,0,718,258,Ka_Right
0,0,735,271,Ka_Right
275,0,748,278,Ka_Right
0,0,740,293,Ka_Right
180,0,698,242,Ka_Right
79,0,615,218,Ka_Right
109,0,499,150,Ka_Right
0,0,574,163,Ka_Right
144,0,708,220,Ka_Right
154,0,745,253,Ka_Right
140,0,727,220,Ka_Right
0,0,685,190,Ka_Right
0,0,453,123,Ka_Right
0,0,573,142,Ka_Right
91,0,634,193,Ka_Right
53,0,611,210,Ka_Right
151,0,695,231,Ka_Right
108,0,616,163,Ka_Right
143,0,679,245,Ka_Right
187,0,723,299,Ka_Right
144,0,598,247,Ka_Right
220,0,701,288,Ka_Right
0,0,693,144,Ka_Right
269,0,725,255,Ka_Right
0,0,712,163,Ka_Right
182,0,675,245,Ka_Right
76,0,655,225,Ka_Right
0,0,573,134,Ka_Right
0,0,537,118,Ka_Right
0,0,617,134,Ka_Right
0,0,425,81,Ka_Right
0,0,613,116,Ka_Right
37,0,643,202,Ka_Right
0,0,543,162,Ka_Right
0,0,618,171,Ka_Right
0,0,598,158,Ka_Right
0,0,710,232,Ka_Right
92,0,570,122,Ka_Right
102,0,518,83,Ka_Right
124,0,646,254,Ka_Right
157,0,618,229,Ka_Right
87,1,620,216,Ka_Right
61,0,703,253,Ka_Right
40,0,660,274,Ka_Right
35,0,578,144,Ka_Right
0,0,695,363,Ka_Right
29,0,566,121,Ka_Right
105,0,686,260,Ka_Right
0,0,625,185,Ka_Right
0,0,380,20,Ka_Right
0,0,405,16,Ka_Right
152,0,654,280,Ka_Right
101,0,538,56,Ka_Right
0,0,404,18,Ka_Right
108,0,569,201,Ka_Right
59,0,457,44,Ka_Right
255,0,744,340,Ka_Right
279,0,727,281,Ka_Right
293,0,742,291,Ka_Right
261,0,693,252,Ka_Right
0,0,504,31,Ka_Right
225,0,769,246,Ka_Right
0,0,608,151,Ka_Right
42,0,544,139,Ka_Right
0,0,581,130,Ka_Right
0,0,505,133,Ka_Right
33,0,651,212,Ka_Right
0,0,379,27,Ka_Right
0,0,528,183,Ka_Right
0,0,374,56,Ka_Right
0,0,558,179,Ka_Right
70,0,693,177,Ka_Right
21,0,531,105,Ka_Right
0,0,504,42,Ka_Right
215,0,727,266,Ka_Right
135,0,728,278,Ka_Right
75,0,623,175,Ka_Right
77,0,579,170,Ka_Right
88,0,662,180,Ka_Right
26,0,666,197,Ka_Right
0,0,531,117,Ka_Right
0,0,620,48,Ka_Right
0,0,505,74,Ka_Right
2,0,623,135,Ka_Right
0,0,624,151,Ka_Right
197,0,686,288,Ka_Right
126,2,651,234,Ka_Right
0,0,488,37,Ka_Right
219,0,559,191,Ka_Right
69,0,562,95,Ka_Right
66,0,566,229,Ka_Right
0,0,529,36,Ka_Right
80,1,668,219,Ka_Right
95,1,605,216,Ka_Right
0,0,664,232,Ka_Right
0,0,372,28,Ka_Right
1,0,684,176,Ka_Right
0,0,699,223,Ka_Right
0,0,694,160,Ka_Right
0,0,564,113,Ka_Right
0,0,655,203,Ka_Right
93,0,591,166,Ka_Right
0,0,569,161,Ka_Right
163,0,697,207,Ka_Right
164,0,685,205,Ka_Right
136,0,665,269,Ka_Right
141,0,709,246,Ka_Right
205,0,704,262,Ka_Right
248,0,620,231,Ka_Right
0,0,567,156,Ka_Right
231,0,637,234,Ka_Right
64,0,660,210,Ka_Right
0,0,708,171,Ka_Right
0,0,508,105,Ka_Right
140,0,685,227,Ka_Right
97,0,637,257,Ka_Right
66,0,644,139,Ka_Right
162,0,689,229,Ka_Right
170,0,695,213,Ka_Right
133,0,680,207,Ka_Right
195,0,598,273,Ka_Right
401,0,568,356,Noise
121,0,344,134,Noise
537,0,404,29,Noise
610,1,724,480,Noise
0,0,397,90,Noise
0,0,171,9,Noise
418,0,736,399,Noise
325,0,746,188,Noise
615,2,686,306,Noise
0,0,85,21,Noise
409,0,465,13,Noise
739,0,767,451,Noise
0,0,310,34,Noise
252,3,759,75,Noise
653,1,766,433,Noise
0,0,288,23,Noise
344,0,685,103,Noise
0,0,300,32,Noise
304,0,363,30,Noise
751,1,794,440,Noise
0,0,246,27,Noise
664,1,778,407,Noise
443,0,679,166,Noise
0,0,297,14,Noise
0,0,597,114,Noise
516,2,678,414,Noise
225,0,621,428,Noise
416,2,765,289,Noise
516,0,748,247,Noise
522,1,626,457,Noise
120,0,447,389,Noise
580,1,554,395,Noise
711,2,458,362,Noise
713,3,623,381,Noise
620,2,607,366,Noise
180,1,345,400,Noise
574,2,536,405,Noise
420,1,434,366,Noise
0,0,346,31,Noise
0,0,330,27,Noise
455,0,516,208,Noise
0,0,260,21,Noise
0,0,272,24,Noise
0,0,256,22,Noise
0,0,241,21,Noise
0,2,191,20,Noise
0,0,177,8,Noise
0,0,180,13,Noise
0,0,319,114,Noise
736,2,799,425,Noise
725,3,844,506,Noise
0,0,591,122,Noise
0,0,368,26,Noise
0,0,261,16,Noise
0,0,248,14,Noise
0,0,709,25,Noise
530,2,845,385,Noise
1,0,521,30,Noise
0,0,291,29,Noise
0,1,412,43,Noise
693,1,805,489,Noise
513,0,708,345,Noise
0,0,357,17,Noise
45,0,590,329,Noise
745,2,836,413,Noise
759,3,829,426,Noise
0,0,530,73,Noise
0,0,349,22,Noise
0,0,328,18,Noise
0,1,304,24,Noise
0,0,71,15,Noise
0,0,100,19,Noise
0,0,78,7,Noise
85,0,212,15,Noise
125,0,313,18,Noise
431,0,522,117,Noise
369,0,708,363,Noise
0,0,93,28,Noise
0,0,72,9,Noise
324,0,83,0,Noise
741,1,814,350,Noise
766,1,765,315,Noise
0,0,435,32,Noise
0,0,304,16,Noise
0,0,79,11,Noise
765,3,703,391,Noise
799,0,758,414,Noise
0,0,402,60,Noise
0,0,183,14,Noise
0,0,106,24,Noise
0,0,108,9,Noise
1,0,208,11,Noise
764,0,825,369,Noise
128,0,658,100,Noise
0,0,442,32,Noise
422,0,375,17,Noise
715,2,747,409,Noise
0,0,364,19,Noise
0,0,133,16,Noise
849,0,786,450,Noise
868,1,723,366,Noise
0,0,407,29,Noise
0,0,360,22,Noise
0,0,236,18,Noise
0,0,359,128,Noise
811,0,799,497,Noise
0,0,523,39,Noise
0,0,380,21,Noise
0,0,256,10,Noise
0,0,438,99,Noise
785,0,800,497,Noise
778,0,787,234,Noise
791,0,783,422,Noise
0,0,403,32,Noise
0,0,296,16,Noise
0,0,255,16,Noise
119,0,566,361,Noise
792,1,800,386,Noise
0,0,422,19,Noise
336,0,377,20,Noise
737,3,759,267,Noise
381,0,276,15,Noise
764,0,776,336,Noise
808,0,794,435,Noise
830,2,784,402,Noise
847,0,812,321,Noise
883,0,831,498,Noise
883,4,845,523,Noise
861,1,791,333,Noise
133,0,534,35,Noise
0,0,473,24,Noise
0,0,353,20,Noise
0,0,340,22,Noise
0,0,259,20,Noise
778,0,706,390,Noise
800,0,786,333,Noise
789,3,802,548,Noise
0,0,721,617,Noise
45,0,732,554,Noise
367,0,689,507,Noise
486,0,675,474,Noise
378,0,664,462,Noise
395,0,622,398,Noise
344,0,522,324,Noise
390,0,561,360,Noise
304,0,430,305,Noise
0,0,445,46,Noise
0,0,432,37,Noise
0,0,421,29,Noise
0,0,378,24,Noise
0,0,268,30,Noise
0,1,312,21,Noise
0,0,283,13,Noise
0,0,301,16,Noise
0,0,244,12,Noise
0,0,197,15,Noise
0,0,160,5,Noise
97,0,536,13,Noise
775,1,709,266,Noise
761,0,520,308,Noise
688,0,475,218,Noise
680,3,370,188,Noise
679,0,452,270,Noise
562,0,144,223,Noise
0,0,253,21,Noise
0,0,205,10,Noise
406,0,8,0,Noise
792,0,721,339,Noise
0,0,306,13,Noise
0,0,376,102,Noise
801,1,758,262,Noise
807,1,748,370,Noise
0,0,329,25,Noise
0,0,308,22,Noise
0,0,306,41,Noise
768,0,777,416,Noise
788,0,753,306,Noise
794,1,767,189,Noise
0,0,419,30,Noise
0,0,340,24,Noise
773,1,636,226,Noise
807,1,708,215,Noise
802,2,716,298,Noise
738,1,662,154,Noise
721,1,646,341,Noise
754,2,556,323,Noise
743,3,364,56,Noise
820,1,675,99,Noise
826,1,768,116,Noise
697,2,769,271,Noise
798,1,762,334,Noise
829,5,741,338,Noise
855,1,497,241,Noise
808,1,729,272,Noise
810,1,539,111,Noise
0,0,385,24,Noise
826,0,595,340,Noise
835,1,618,321,Noise
755,0,570,194,Noise
0,0,359,22,Noise
0,0,167,8,Noise
711,0,673,344,Noise
733,0,662,358,Noise
740,0,773,395,Noise
720,2,674,299,Noise
728,0,712,322,Noise
0,0,323,28,Noise
0,1,280,21,Noise
739,1,626,256,Noise
0,0,226,54,Noise
0,0,330,16,Noise
0,0,283,14,Noise
295,0,0,0,Noise
696,1,655,272,Noise
0,0,305,20,Noise
0,0,160,11,Noise
735,0,702,297,Noise
0,0,306,32,Noise
483,0,16,4,Noise
357,0,463,278,Noise
0,0,196,12,Noise
315,0,9,4,Noise
0,0,281,60,Noise
518,1,10,9,Noise
2,0,243,24,Noise
497,0,245,12,Noise
751,0,778,446,Noise
599,1,735,285,Noise
0,0,248,22,Noise
0,0,227,12,Noise
0,1,475,23,Noise
736,1,782,490,Noise
694,0,729,368,Noise
0,0,298,38,Noise
0,0,290,13,Noise
39,0,176,49,Noise
663,0,720,435,Noise
262,0,501,140,Noise
0,0,291,18,Noise
0,0,254,12,Noise
405,1,256,22,Noise
653,0,740,427,Noise
662,1,715,349,Noise
0,0,196,15,Noise
0,0,190,19,Noise
0,0,112,2,Noise
708,0,733,348,Noise
697,0,700,312,Noise
47,0,306,24,Noise
0,0,279,18,Noise
0,0,216,8,Noise
625,1,683,349,Noise
633,1,679,336,Noise
489,2,599,243,Noise
0,1,245,14,Noise
0,0,212,12,Noise
603,1,413,133,Noise
690,2,706,351,Noise
682,0,679,341,Noise
0,0,270,25,Noise
0,0,231,18,Noise
0,0,209,20,Noise
595,0,731,390,Noise
625,1,676,189,Noise
712,0,782,356,Noise
787,1,790,409,Noise
0,0,522,94,Noise
0,0,279,23,Noise
705,0,715,373,Noise
716,0,750,374,Noise
32,0,362,40,Noise
0,0,319,30,Noise
714,6,625,311,Noise
764,1,594,229,Noise
776,1,714,312,Noise
445,1,388,118,Noise
0,0,325,29,Noise
662,0,772,385,Noise
739,2,674,204,Noise
808,1,756,272,Noise
790,1,810,422,Noise
0,0,451,45,Noise
0,0,259,19,Noise
0,0,217,19,Noise
663,1,764,432,Noise
705,0,754,413,Noise
728,1,751,383,Noise
595,1,659,302,Noise
0,0,260,29,Noise
0,0,289,22,Noise
571,0,660,372,Noise
705,2,698,366,Noise
678,1,705,342,Noise
0,0,368,29,Noise
0,0,300,27,Noise
55,1,276,20,Noise
649,1,725,438,Noise
651,1,715,401,Noise
0,0,243,18,Noise
0,0,243,22,Noise
0,0,245,17,Noise
0,0,212,14,Noise
0,0,229,13,Noise
0,0,175,16,Noise
0,0,211,16,Noise
492,0,620,129,Noise
529,0,454,85,Noise
0,0,79,2,Noise
29,0,73,4,Noise
0,0,279,8,Noise
0,0,184,8,Noise
0,0,71,2,Noise
78,2,12,1,Noise
111,0,0,0,Noise
272,0,14,2,Noise
96,0,25,2,Noise
0,0,114,14,Noise
0,0,299,18,Noise
0,0,287,15,Noise
0,0,337,12,Noise
0,0,328,16,Noise
0,0,202,15,Noise
0,0,171,6,Noise
0,0,137,4,Noise
0,0,154,5,Noise
0,0,167,9,Noise
0,0,149,8,Noise
0,0,142,8,Noise
0,0,114,9,Noise
0,0,128,3,Noise
0,0,150,5,Noise
0,0,118,4,Noise
0,0,436,110,Noise
0,0,398,180,Noise
85,3,159,13,Noise
798,48,754,372,Noise
731,43,764,290,Noise
570,11,577,163,Noise
0,0,344,17,Noise
0,0,231,14,Noise
775,52,747,386,Noise
617,42,726,260,Noise
0,0,264,13,Noise
41,0,220,23,Noise
788,61,837,426,Noise
0,0,489,51,Noise
1,0,273,17,Noise
356,63,285,78,Noise
747,46,785,284,Noise
0,0,204,29,Noise
0,0,242,16,Noise
272,27,646,306,Noise
4,4,678,371,Noise
470,26,654,301,Noise
0,0,182,10,Noise
0,0,276,14,Noise
553,10,563,314,Noise
771,16,749,284,Noise
754,15,553,239,Noise
747,16,375,100,Noise
389,3,205,21,Noise
547,1,80,18,Noise
0,0,281,16,Noise
0,0,265,18,Noise
541,8,690,451,Noise
339,5,743,451,Noise
407,8,721,285,Noise
657,10,686,374,Noise
433,6,508,256,Noise
2,4,351,35,Noise
6,0,212,11,Noise
725,96,639,386,Noise
800,95,722,394,Noise
760,41,709,292,Noise
647,36,710,230,Noise
641,36,716,293,Noise
526,30,723,294,Noise
478,29,746,321,Noise
0,0,261,25,Noise
0,2,275,30,Noise
0,0,254,20,Noise
0,0,229,13,Noise
0,0,262,21,Noise
0,0,200,12,Noise
0,0,177,28,Noise
0,0,185,10,Noise
723,9,735,344,Noise
743,10,759,374,Noise
732,8,744,302,Noise
653,7,649,282,Noise
621,7,556,265,Noise
574,7,488,267,Noise
0,0,314,31,Noise
0,0,240,14,Noise
0,0,217,14,Noise
0,0,196,21,Noise
0,0,217,56,Noise
738,25,708,189,Noise
737,25,729,337,Noise
753,25,731,353,Noise
485,0,475,21,Don_Left
415,0,303,39,Don_Left
494,0,403,17,Don_Left
489,0,549,18,Don_Left
404,0,365,10,Don_Left
459,0,424,12,Don_Left
507,0,446,23,Don_Left
407,0,324,13,Don_Left
366,0,343,18,Don_Left
352,0,375,16,Don_Left
478,2,444,23,Don_Left
483,0,420,12,Don_Left
401,0,359,10,Don_Left
471,0,508,13,Don_Left
445,0,464,15,Don_Left
440,0,549,18,Don_Left
291,0,135,4,Don_Left
477,0,397,16,Don_Left
338,0,44,8,Don_Left
517,0,313,20,Don_Left
497,0,208,9,Don_Left
587,1,424,25,Don_Left
566,1,171,16,Don_Left
637,1,291,13,Don_Left
592,0,249,13,Don_Left
647,0,314,14,Don_Left
654,0,272,12,Don_Left
626,0,247,16,Don_Left
572,0,355,102,Don_Left
509,0,291,100,Don_Left
507,0,400,52,Don_Left
364,0,133,18,Don_Left
510,0,109,1,Don_Left
492,0,322,92,Don_Left
491,0,415,47,Don_Left
521,0,344,42,Don_Left
480,0,111,5,Don_Left
504,0,285,64,Don_Left
567,0,363,22,Don_Left
496,0,296,18,Don_Left
595,0,340,38,Don_Left
539,0,243,15,Don_Left
539,0,97,0,Don_Left
559,0,329,26,Don_Left
507,0,215,11,Don_Left
581,0,355,25,Don_Left
514,0,315,22,Don_Left
550,0,400,25,Don_Left
330,0,92,5,Don_Left
471,0,266,4,Don_Left
215,0,24,5,Don_Left
300,0,71,4,Don_Left
478,0,415,13,Don_Left
525,0,429,11,Don_Left
491,0,400,15,Don_Left
569,0,526,15,Don_Left
531,0,422,15,Don_Left
580,0,416,14,Don_Left
629,0,455,48,Don_Left
628,0,398,10,Don_Left
613,1,559,108,Don_Left
542,0,494,117,Don_Left
627,0,465,115,Don_Left
620,0,405,62,Don_Left
548,0,402,87,Don_Left
621,0,410,12,Don_Left
500,0,13,2,Don_Left
660,0,417,14,Don_Left
656,0,501,23,Don_Left
589,0,406,14,Don_Left
627,0,266,13,Don_Left
623,0,370,13,Don_Left
537,0,332,10,Don_Left
640,0,342,17,Don_Left
694,0,416,19,Don_Left
662,0,278,14,Don_Left
615,0,305,21,Don_Left
633,0,2,0,Don_Left
687,1,237,10,Don_Left
610,3,334,11,Don_Left
592,0,312,14,Don_Left
634,0,280,13,Don_Left
584,0,388,16,Don_Left
566,0,239,14,Don_Left
554,0,278,14,Don_Left
611,1,361,22,Don_Left
616,0,431,41,Don_Left
618,0,415,41,Don_Left
651,0,296,24,Don_Left
633,0,390,45,Don_Left
642,0,251,68,Don_Left
597,0,267,24,Don_Left
675,0,346,96,Don_Left
663,0,406,22,Don_Left
655,0,499,14,Don_Left
628,0,443,20,Don_Left
658,0,445,18,Don_Left
629,0,463,13,Don_Left
577,0,387,12,Don_Left
672,0,401,12,Don_Left
428,0,87,3,Don_Left
486,0,88,4,Don_Left
461,0,7,4,Don_Left
552,2,119,4,Don_Left
525,0,85,3,Don_Left
482,0,95,3,Don_Left
567,0,3,6,Don_Left
496,0,8,3,Don_Left
551,0,11,6,Don_Left
584,0,12,15,Don_Left
554,0,12,2,Don_Left
535,0,106,9,Don_Left
591,0,312,12,Don_Left
567,0,248,13,Don_Left
532,0,57,4,Don_Left
538,0,88,4,Don_Left
590,0,247,8,Don_Left
563,0,171,3,Don_Left
565,1,260,6,Don_Left
583,0,256,10,Don_Left
548,0,384,10,Don_Left
482,0,393,14,Don_Left
525,0,446,14,Don_Left
518,0,500,15,Don_Left
521,0,480,26,Don_Left
499,0,466,25,Don_Left
515,1,314,7,Don_Left
559,0,505,28,Don_Left
530,0,166,10,Don_Left
484,1,386,33,Don_Left
519,0,408,11,Don_Left
454,0,463,108,Don_Left
499,0,367,115,Don_Left
536,0,426,142,Don_Left
556,0,284,122,Don_Left
535,0,309,52,Don_Left
573,0,127,3,Don_Left
568,0,114,10,Don_Left
562,0,42,18,Don_Left
566,0,117,18,Don_Left
609,0,88,2,Don_Left
602,0,11,11,Don_Left
572,0,1,7,Don_Left
607,0,0,3,Don_Left
619,0,2,14,Don_Left
591,1,4,8,Don_Left
589,0,10,14,Don_Left
608,0,129,2,Don_Left
501,0,176,2,Don_Left
500,0,397,14,Don_Left
487,3,470,14,Don_Left
443,0,524,20,Don_Left
497,0,491,128,Don_Left
502,0,472,94,Don_Left
468,0,586,90,Don_Left
492,0,510,27,Don_Left
498,0,467,14,Don_Left
499,0,448,64,Don_Left
290,0,421,27,Don_Left
236,0,85,13,Don_Left
541,0,471,25,Don_Left
460,0,360,27,Don_Left
101,0,3,1,Don_Left
447,0,171,22,Don_Left
470,0,517,156,Don_Left
451,0,555,91,Don_Left
408,0,474,28,Don_Left
447,0,542,19,Don_Left
453,0,578,21,Don_Left
433,0,540,21,Don_Left
488,0,522,22,Don_Left
474,0,509,14,Don_Left
434,0,494,16,Don_Left
438,0,468,14,Don_Left
476,0,484,17,Don_Left
411,0,505,15,Don_Left
433,0,464,14,Don_Left
346,0,477,14,Don_Left
214,0,376,13,Don_Left
432,0,474,14,Don_Left
474,0,553,20,Don_Left
452,1,479,14,Don_Left
448,0,525,24,Don_Left
437,0,582,57,Don_Left
446,0,463,32,Don_Left
485,1,513,108,Don_Left
397,0,420,55,Don_Left
479,0,524,112,Don_Left
518,0,487,95,Don_Left
531,0,457,89,Don_Left
544,0,442,104,Don_Left
475,0,333,131,Don_Left
563,0,474,180,Don_Left
482,0,435,96,Don_Left
493,0,474,36,Don_Left
517,0,547,31,Don_Left
364,0,298,18,Don_Left
521,0,415,19,Don_Left
536,0,411,14,Don_Left
568,0,215,8,Don_Left
0,0,354,73,Don_Right
0,0,382,51,Don_Right
0,0,410,68,Don_Right
0,0,412,144,Don_Right
0,0,323,131,Don_Right
0,0,154,14,Don_Right
0,0,160,23,Don_Right
0,0,80,17,Don_Right
0,0,209,32,Don_Right
0,0,209,34,Don_Right
0,0,115,8,Don_Right
1,0,453,138,Don_Right
0,0,140,8,Don_Right
0,0,197,26,Don_Right
0,0,415,139,Don_Right
0,0,401,85,Don_Right
0,3,280,22,Don_Right
0,0,184,40,Don_Right
1,0,279,36,Don_Right
0,0,254,42,Don_Right
0,0,267,52,Don_Right
0,0,182,34,Don_Right
0,0,150,35,Don_Right
0,0,202,26,Don_Right
0,0,408,84,Don_Right
0,0,262,21,Don_Right
0,0,147,4,Don_Right
0,0,474,125,Don_Right
0,0,441,66,Don_Right
0,0,467,49,Don_Right
0,0,516,150,Don_Right
0,0,124,42,Don_Right
0,0,145,36,Don_Right
0,0,137,26,Don_Right
